Tool,Filename,Ground_Truth_Label,Detected_By_Tool,Result
Bandit,ai_eval_safe_03.py,safe,False,TN
Bandit,ai_eval_safe_04.py,safe,False,TN
Bandit,ai_eval_safe_05.py,safe,False,TN
Bandit,ai_eval_safe_06.py,safe,False,TN
Bandit,ai_eval_safe_07.py,safe,False,TN
Bandit,ai_eval_safe_08.py,safe,False,TN
Bandit,ai_eval_safe_09.py,safe,False,TN
Bandit,ai_eval_safe_10.py,safe,False,TN
CodeQL,human_sql_01.py,vulnerable,False,FN
CodeQL,human_sql_02.py,vulnerable,False,FN
CodeQL,human_sql_03.py,vulnerable,False,FN
CodeQL,human_sql_04.py,vulnerable,False,FN
CodeQL,human_sql_05.py,vulnerable,False,FN
CodeQL,human_sql_06.py,vulnerable,False,FN
CodeQL,human_sql_07.py,vulnerable,False,FN
CodeQL,human_sql_08.py,vulnerable,False,FN
CodeQL,human_sql_09.py,vulnerable,False,FN
CodeQL,human_sql_10.py,vulnerable,False,FN
CodeQL,human_cmd_01.py,vulnerable,False,FN
CodeQL,human_cmd_02.py,vulnerable,False,FN
CodeQL,human_cmd_03.py,vulnerable,False,FN
CodeQL,human_cmd_04.py,vulnerable,False,FN
CodeQL,human_cmd_05.py,vulnerable,False,FN
CodeQL,human_cmd_06.py,vulnerable,False,FN
CodeQL,human_cmd_07.py,vulnerable,False,FN
CodeQL,human_cmd_08.py,vulnerable,False,FN
CodeQL,human_cmd_09.py,vulnerable,False,FN
CodeQL,human_cmd_10.py,vulnerable,False,FN
CodeQL,human_path_01.py,vulnerable,False,FN
CodeQL,human_path_02.py,vulnerable,False,FN
CodeQL,human_path_03.py,vulnerable,False,FN
CodeQL,human_path_04.py,vulnerable,False,FN
CodeQL,human_path_05.py,vulnerable,True,TP
CodeQL,human_path_06.py,vulnerable,False,FN
CodeQL,human_path_07.py,vulnerable,False,FN
CodeQL,human_path_08.py,vulnerable,False,FN
CodeQL,human_path_09.py,vulnerable,False,FN
CodeQL,human_path_10.py,vulnerable,False,FN
CodeQL,human_secret_01.py,vulnerable,True,TP
CodeQL,human_secret_02.py,vulnerable,False,FN
CodeQL,human_secret_03.py,vulnerable,False,FN
CodeQL,human_secret_04.py,vulnerable,False,FN
CodeQL,human_secret_05.py,vulnerable,False,FN
CodeQL,human_secret_06.py,vulnerable,False,FN
CodeQL,human_secret_07.py,vulnerable,False,FN
CodeQL,human_secret_08.py,vulnerable,False,FN
CodeQL,human_secret_09.py,vulnerable,False,FN
CodeQL,human_secret_10.py,vulnerable,False,FN
CodeQL,human_eval_01.py,vulnerable,False,FN
CodeQL,human_eval_02.py,vulnerable,False,FN
CodeQL,human_eval_03.py,vulnerable,False,FN
CodeQL,human_eval_04.py,vulnerable,False,FN
CodeQL,human_eval_05.py,vulnerable,False,FN
CodeQL,human_eval_06.py,vulnerable,False,FN
CodeQL,human_eval_07.py,vulnerable,False,FN
CodeQL,human_eval_08.py,vulnerable,False,FN
CodeQL,human_eval_09.py,vulnerable,False,FN
CodeQL,human_eval_10.py,vulnerable,False,FN
CodeQL,human_sql_safe_01.py,safe,False,TN
CodeQL,human_sql_safe_02.py,safe,False,TN
CodeQL,human_sql_safe_03.py,safe,False,TN
CodeQL,human_sql_safe_04.py,safe,False,TN
CodeQL,human_sql_safe_05.py,safe,False,TN
CodeQL,human_sql_safe_06.py,safe,False,TN
CodeQL,human_sql_safe_07.py,safe,False,TN
CodeQL,human_sql_safe_08.py,safe,False,TN
CodeQL,human_sql_safe_09.py,safe,False,TN
CodeQL,human_sql_safe_10.py,safe,False,TN
CodeQL,human_cmd_safe_01.py,safe,False,TN
CodeQL,human_cmd_safe_02.py,safe,False,TN
CodeQL,human_cmd_safe_03.py,safe,False,TN
CodeQL,human_cmd_safe_04.py,safe,False,TN
CodeQL,human_cmd_safe_05.py,safe,False,TN
CodeQL,human_cmd_safe_06.py,safe,False,TN
CodeQL,human_cmd_safe_07.py,safe,False,TN
CodeQL,human_cmd_safe_08.py,safe,False,TN
CodeQL,human_cmd_safe_09.py,safe,False,TN
CodeQL,human_cmd_safe_10.py,safe,False,TN
CodeQL,human_path_safe_01.py,safe,False,TN
CodeQL,human_path_safe_02.py,safe,False,TN
CodeQL,human_path_safe_03.py,safe,False,TN
CodeQL,human_path_safe_04.py,safe,False,TN
CodeQL,human_path_safe_05.py,safe,False,TN
CodeQL,human_path_safe_06.py,safe,False,TN
CodeQL,human_path_safe_07.py,safe,False,TN
CodeQL,human_path_safe_08.py,safe,False,TN
CodeQL,human_path_safe_09.py,safe,False,TN
CodeQL,human_path_safe_10.py,safe,False,TN
CodeQL,human_secret_safe_01.py,safe,True,FP
CodeQL,human_secret_safe_02.py,safe,True,FP
CodeQL,human_secret_safe_03.py,safe,True,FP
CodeQL,human_secret_safe_04.py,safe,False,TN
CodeQL,human_secret_safe_05.py,safe,True,FP
CodeQL,human_secret_safe_06.py,safe,False,TN
CodeQL,human_secret_safe_07.py,safe,True,FP
CodeQL,human_secret_safe_08.py,safe,True,FP
CodeQL,human_secret_safe_09.py,safe,True,FP
CodeQL,human_secret_safe_10.py,safe,False,TN
CodeQL,human_eval_safe_01.py,safe,False,TN
CodeQL,human_eval_safe_02.py,safe,False,TN
CodeQL,human_eval_safe_03.py,safe,False,TN
CodeQL,human_eval_safe_04.py,safe,False,TN
CodeQL,human_eval_safe_05.py,safe,False,TN
CodeQL,human_eval_safe_06.py,safe,False,TN
CodeQL,human_eval_safe_07.py,safe,False,TN
CodeQL,human_eval_safe_08.py,safe,False,TN
CodeQL,human_eval_safe_09.py,safe,False,TN
CodeQL,human_eval_safe_10.py,safe,False,TN
CodeQL,ai_sql_vuln_01.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_02.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_03.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_04.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_05.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_06.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_07.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_08.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_09.py,vulnerable,False,FN
CodeQL,ai_sql_vuln_10.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_01.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_02.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_03.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_04.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_05.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_06.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_07.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_08.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_09.py,vulnerable,False,FN
CodeQL,ai_cmd_vuln_10.py,vulnerable,False,FN
CodeQL,ai_path_vuln_01.py,vulnerable,False,FN
CodeQL,ai_path_vuln_02.py,vulnerable,True,TP
CodeQL,ai_path_vuln_03.py,vulnerable,False,FN
CodeQL,ai_path_vuln_04.py,vulnerable,False,FN
CodeQL,ai_path_vuln_05.py,vulnerable,False,FN
CodeQL,ai_path_vuln_06.py,vulnerable,False,FN
CodeQL,ai_path_vuln_07.py,vulnerable,False,FN
CodeQL,ai_path_vuln_08.py,vulnerable,False,FN
CodeQL,ai_path_vuln_09.py,vulnerable,False,FN
CodeQL,ai_path_vuln_10.py,vulnerable,False,FN
CodeQL,ai_secret_vuln_01.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_02.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_03.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_04.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_05.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_06.py,vulnerable,False,FN
CodeQL,ai_secret_vuln_07.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_08.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_09.py,vulnerable,True,TP
CodeQL,ai_secret_vuln_10.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_01.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_02.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_03.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_04.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_05.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_06.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_07.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_08.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_09.py,vulnerable,False,FN
CodeQL,ai_eval_vuln_10.py,vulnerable,False,FN
CodeQL,ai_sql_safe_01.py,safe,False,TN
CodeQL,ai_sql_safe_02.py,safe,False,TN
CodeQL,ai_sql_safe_03.py,safe,False,TN
CodeQL,ai_sql_safe_04.py,safe,False,TN
CodeQL,ai_sql_safe_05.py,safe,False,TN
CodeQL,ai_sql_safe_06.py,safe,False,TN
CodeQL,ai_sql_safe_07.py,safe,False,TN
CodeQL,ai_sql_safe_08.py,safe,False,TN
CodeQL,ai_sql_safe_09.py,safe,False,TN
CodeQL,ai_sql_safe_10.py,safe,False,TN
CodeQL,ai_cmd_safe_01.py,safe,False,TN
CodeQL,ai_cmd_safe_02.py,safe,False,TN
CodeQL,ai_cmd_safe_03.py,safe,False,TN
CodeQL,ai_cmd_safe_04.py,safe,False,TN
CodeQL,ai_cmd_safe_05.py,safe,False,TN
CodeQL,ai_cmd_safe_06.py,safe,False,TN
CodeQL,ai_cmd_safe_07.py,safe,False,TN
CodeQL,ai_cmd_safe_08.py,safe,False,TN
CodeQL,ai_cmd_safe_09.py,safe,False,TN
CodeQL,ai_cmd_safe_10.py,safe,False,TN
CodeQL,ai_path_safe_01.py,safe,False,TN
CodeQL,ai_path_safe_02.py,safe,False,TN
CodeQL,ai_path_safe_03.py,safe,False,TN
CodeQL,ai_path_safe_04.py,safe,False,TN
CodeQL,ai_path_safe_05.py,safe,False,TN
CodeQL,ai_path_safe_06.py,safe,False,TN
CodeQL,ai_path_safe_07.py,safe,False,TN
CodeQL,ai_path_safe_08.py,safe,False,TN
CodeQL,ai_path_safe_09.py,safe,False,TN
CodeQL,ai_path_safe_10.py,safe,False,TN
CodeQL,ai_secret_safe_01.py,safe,True,FP
CodeQL,ai_secret_safe_02.py,safe,True,FP
CodeQL,ai_secret_safe_03.py,safe,True,FP
CodeQL,ai_secret_safe_04.py,safe,False,TN
CodeQL,ai_secret_safe_05.py,safe,True,FP
CodeQL,ai_secret_safe_06.py,safe,False,TN
CodeQL,ai_secret_safe_07.py,safe,True,FP
CodeQL,ai_secret_safe_08.py,safe,True,FP
CodeQL,ai_secret_safe_09.py,safe,True,FP
CodeQL,ai_secret_safe_10.py,safe,False,TN
CodeQL,ai_eval_safe_01.py,safe,False,TN
CodeQL,ai_eval_safe_02.py,safe,False,TN
CodeQL,ai_eval_safe_03.py,safe,False,TN
CodeQL,ai_eval_safe_04.py,safe,False,TN
CodeQL,ai_eval_safe_05.py,safe,False,TN
CodeQL,ai_eval_safe_06.py,safe,False,TN
CodeQL,ai_eval_safe_07.py,safe,False,TN
CodeQL,ai_eval_safe_08.py,safe,False,TN
CodeQL,ai_eval_safe_09.py,safe,False,TN
CodeQL,ai_eval_safe_10.py,safe,False,TN
Snyk,human_sql_01.py,vulnerable,True,TP
Snyk,human_sql_02.py,vulnerable,True,TP
Snyk,human_sql_03.py,vulnerable,True,TP
Snyk,human_sql_04.py,vulnerable,True,TP
Snyk,human_sql_05.py,vulnerable,True,TP
Snyk,human_sql_06.py,vulnerable,True,TP
Snyk,human_sql_07.py,vulnerable,True,TP
Snyk,human_sql_08.py,vulnerable,True,TP
Snyk,human_sql_09.py,vulnerable,True,TP
Snyk,human_sql_10.py,vulnerable,True,TP
Snyk,human_cmd_01.py,vulnerable,True,TP
Snyk,human_cmd_02.py,vulnerable,True,TP
Snyk,human_cmd_03.py,vulnerable,True,TP
Snyk,human_cmd_04.py,vulnerable,True,TP
Snyk,human_cmd_05.py,vulnerable,True,TP
Snyk,human_cmd_06.py,vulnerable,True,TP
Snyk,human_cmd_07.py,vulnerable,True,TP
Snyk,human_cmd_08.py,vulnerable,True,TP
Snyk,human_cmd_09.py,vulnerable,True,TP
Snyk,human_cmd_10.py,vulnerable,True,TP
Snyk,human_path_01.py,vulnerable,True,TP
Snyk,human_path_02.py,vulnerable,True,TP
Snyk,human_path_03.py,vulnerable,True,TP
Snyk,human_path_04.py,vulnerable,True,TP
Snyk,human_path_05.py,vulnerable,True,TP
Snyk,human_path_06.py,vulnerable,True,TP
Snyk,human_path_07.py,vulnerable,True,TP
Snyk,human_path_08.py,vulnerable,True,TP
Snyk,human_path_09.py,vulnerable,True,TP
Snyk,human_path_10.py,vulnerable,True,TP
Snyk,human_secret_01.py,vulnerable,True,TP
Snyk,human_secret_02.py,vulnerable,True,TP
Snyk,human_secret_03.py,vulnerable,True,TP
Snyk,human_secret_04.py,vulnerable,True,TP
Snyk,human_secret_05.py,vulnerable,False,FN
Snyk,human_secret_06.py,vulnerable,True,TP
Snyk,human_secret_07.py,vulnerable,False,FN
Snyk,human_secret_08.py,vulnerable,False,FN
Snyk,human_secret_09.py,vulnerable,False,FN
Snyk,human_secret_10.py,vulnerable,False,FN
Snyk,human_eval_01.py,vulnerable,True,TP
Snyk,human_eval_02.py,vulnerable,True,TP
Snyk,human_eval_03.py,vulnerable,True,TP
Snyk,human_eval_04.py,vulnerable,True,TP
Snyk,human_eval_05.py,vulnerable,True,TP
Snyk,human_eval_06.py,vulnerable,True,TP
Snyk,human_eval_07.py,vulnerable,True,TP
Snyk,human_eval_08.py,vulnerable,True,TP
Snyk,human_eval_09.py,vulnerable,True,TP
Snyk,human_eval_10.py,vulnerable,True,TP
Snyk,human_sql_safe_01.py,safe,False,TN
Snyk,human_sql_safe_02.py,safe,False,TN
Snyk,human_sql_safe_03.py,safe,False,TN
Snyk,human_sql_safe_04.py,safe,False,TN
Snyk,human_sql_safe_05.py,safe,False,TN
Snyk,human_sql_safe_06.py,safe,False,TN
Snyk,human_sql_safe_07.py,safe,False,TN
Snyk,human_sql_safe_08.py,safe,False,TN
Snyk,human_sql_safe_09.py,safe,False,TN
Snyk,human_sql_safe_10.py,safe,False,TN
Snyk,human_cmd_safe_01.py,safe,False,TN
Snyk,human_cmd_safe_02.py,safe,False,TN
Snyk,human_cmd_safe_03.py,safe,False,TN
Snyk,human_cmd_safe_04.py,safe,False,TN
Snyk,human_cmd_safe_05.py,safe,True,FP
Snyk,human_cmd_safe_06.py,safe,False,TN
Snyk,human_cmd_safe_07.py,safe,False,TN
Snyk,human_cmd_safe_08.py,safe,False,TN
Snyk,human_cmd_safe_09.py,safe,False,TN
Snyk,human_cmd_safe_10.py,safe,False,TN
Snyk,human_path_safe_01.py,safe,False,TN
Snyk,human_path_safe_02.py,safe,False,TN
Snyk,human_path_safe_03.py,safe,False,TN
Snyk,human_path_safe_04.py,safe,False,TN
Snyk,human_path_safe_05.py,safe,False,TN
Snyk,human_path_safe_06.py,safe,False,TN
Snyk,human_path_safe_07.py,safe,False,TN
Snyk,human_path_safe_08.py,safe,False,TN
Snyk,human_path_safe_09.py,safe,False,TN
Snyk,human_path_safe_10.py,safe,False,TN
Snyk,human_secret_safe_01.py,safe,False,TN
Snyk,human_secret_safe_02.py,safe,False,TN
Snyk,human_secret_safe_03.py,safe,False,TN
Snyk,human_secret_safe_04.py,safe,False,TN
Snyk,human_secret_safe_05.py,safe,False,TN
Snyk,human_secret_safe_06.py,safe,False,TN
Snyk,human_secret_safe_07.py,safe,False,TN
Snyk,human_secret_safe_08.py,safe,False,TN
Snyk,human_secret_safe_09.py,safe,False,TN
Snyk,human_secret_safe_10.py,safe,False,TN
Snyk,human_eval_safe_01.py,safe,False,TN
Snyk,human_eval_safe_02.py,safe,False,TN
Snyk,human_eval_safe_03.py,safe,False,TN
Snyk,human_eval_safe_04.py,safe,False,TN
Snyk,human_eval_safe_05.py,safe,False,TN
Snyk,human_eval_safe_06.py,safe,False,TN
Snyk,human_eval_safe_07.py,safe,False,TN
Snyk,human_eval_safe_08.py,safe,False,TN
Snyk,human_eval_safe_09.py,safe,False,TN
Snyk,human_eval_safe_10.py,safe,False,TN
Snyk,ai_sql_vuln_01.py,vulnerable,True,TP
Snyk,ai_sql_vuln_02.py,vulnerable,True,TP
Snyk,ai_sql_vuln_03.py,vulnerable,True,TP
Snyk,ai_sql_vuln_04.py,vulnerable,True,TP
Snyk,ai_sql_vuln_05.py,vulnerable,True,TP
Snyk,ai_sql_vuln_06.py,vulnerable,True,TP
Snyk,ai_sql_vuln_07.py,vulnerable,True,TP
Snyk,ai_sql_vuln_08.py,vulnerable,True,TP
Snyk,ai_sql_vuln_09.py,vulnerable,True,TP
Snyk,ai_sql_vuln_10.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_01.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_02.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_03.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_04.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_05.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_06.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_07.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_08.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_09.py,vulnerable,True,TP
Snyk,ai_cmd_vuln_10.py,vulnerable,True,TP
Snyk,ai_path_vuln_01.py,vulnerable,True,TP
Snyk,ai_path_vuln_02.py,vulnerable,True,TP
Snyk,ai_path_vuln_03.py,vulnerable,True,TP
Snyk,ai_path_vuln_04.py,vulnerable,True,TP
Snyk,ai_path_vuln_05.py,vulnerable,True,TP
Snyk,ai_path_vuln_06.py,vulnerable,True,TP
Snyk,ai_path_vuln_07.py,vulnerable,True,TP
Snyk,ai_path_vuln_08.py,vulnerable,True,TP
Snyk,ai_path_vuln_09.py,vulnerable,True,TP
Snyk,ai_path_vuln_10.py,vulnerable,True,TP
Snyk,ai_secret_vuln_01.py,vulnerable,True,TP
Snyk,ai_secret_vuln_02.py,vulnerable,True,TP
Snyk,ai_secret_vuln_03.py,vulnerable,True,TP
Snyk,ai_secret_vuln_04.py,vulnerable,True,TP
Snyk,ai_secret_vuln_05.py,vulnerable,False,FN
Snyk,ai_secret_vuln_06.py,vulnerable,True,TP
Snyk,ai_secret_vuln_07.py,vulnerable,True,TP
Snyk,ai_secret_vuln_08.py,vulnerable,False,FN
Snyk,ai_secret_vuln_09.py,vulnerable,False,FN
Snyk,ai_secret_vuln_10.py,vulnerable,False,FN
Snyk,ai_eval_vuln_01.py,vulnerable,True,TP
Snyk,ai_eval_vuln_02.py,vulnerable,True,TP
Snyk,ai_eval_vuln_03.py,vulnerable,True,TP
Snyk,ai_eval_vuln_04.py,vulnerable,True,TP
Snyk,ai_eval_vuln_05.py,vulnerable,True,TP
Snyk,ai_eval_vuln_06.py,vulnerable,True,TP
Snyk,ai_eval_vuln_07.py,vulnerable,True,TP
Snyk,ai_eval_vuln_08.py,vulnerable,True,TP
Snyk,ai_eval_vuln_09.py,vulnerable,True,TP
Snyk,ai_eval_vuln_10.py,vulnerable,True,TP
Snyk,ai_sql_safe_01.py,safe,False,TN
Snyk,ai_sql_safe_02.py,safe,False,TN
Snyk,ai_sql_safe_03.py,safe,False,TN
Snyk,ai_sql_safe_04.py,safe,False,TN
Snyk,ai_sql_safe_05.py,safe,False,TN
Snyk,ai_sql_safe_06.py,safe,False,TN
Snyk,ai_sql_safe_07.py,safe,False,TN
Snyk,ai_sql_safe_08.py,safe,False,TN
Snyk,ai_sql_safe_09.py,safe,False,TN
Snyk,ai_sql_safe_10.py,safe,False,TN
Snyk,ai_cmd_safe_01.py,safe,False,TN
Snyk,ai_cmd_safe_02.py,safe,False,TN
Snyk,ai_cmd_safe_03.py,safe,False,TN
Snyk,ai_cmd_safe_04.py,safe,True,FP
Snyk,ai_cmd_safe_05.py,safe,False,TN
Snyk,ai_cmd_safe_06.py,safe,False,TN
Snyk,ai_cmd_safe_07.py,safe,False,TN
Snyk,ai_cmd_safe_08.py,safe,False,TN
Snyk,ai_cmd_safe_09.py,safe,False,TN
Snyk,ai_cmd_safe_10.py,safe,False,TN
Snyk,ai_path_safe_01.py,safe,False,TN
Snyk,ai_path_safe_02.py,safe,False,TN
Snyk,ai_path_safe_03.py,safe,False,TN
Snyk,ai_path_safe_04.py,safe,False,TN
Snyk,ai_path_safe_05.py,safe,False,TN
Snyk,ai_path_safe_06.py,safe,False,TN
Snyk,ai_path_safe_07.py,safe,False,TN
Snyk,ai_path_safe_08.py,safe,False,TN
Snyk,ai_path_safe_09.py,safe,False,TN
Snyk,ai_path_safe_10.py,safe,False,TN
Snyk,ai_secret_safe_01.py,safe,False,TN
Snyk,ai_secret_safe_02.py,safe,False,TN
Snyk,ai_secret_safe_03.py,safe,False,TN
Snyk,ai_secret_safe_04.py,safe,False,TN
Snyk,ai_secret_safe_05.py,safe,False,TN
Snyk,ai_secret_safe_06.py,safe,False,TN
Snyk,ai_secret_safe_07.py,safe,False,TN
Snyk,ai_secret_safe_08.py,safe,False,TN
Snyk,ai_secret_safe_09.py,safe,False,TN
Snyk,ai_secret_safe_10.py,safe,False,TN
Snyk,ai_eval_safe_01.py,safe,False,TN
Snyk,ai_eval_safe_02.py,safe,False,TN
Snyk,ai_eval_safe_03.py,safe,False,TN
Snyk,ai_eval_safe_04.py,safe,False,TN
Snyk,ai_eval_safe_05.py,safe,False,TN
Snyk,ai_eval_safe_06.py,safe,False,TN
Snyk,ai_eval_safe_07.py,safe,False,TN
Snyk,ai_eval_safe_08.py,safe,False,TN
Snyk,ai_eval_safe_09.py,safe,False,TN
Snyk,ai_eval_safe_10.py,safe,False,TN
